Order ID,Order Date,Order_Day_Name,Order_Month_Name,Order_Year,Customer Name,City,State,Region,Category,Sub Category,Sales,Discount,Profit
OD1869,2020-09-14,Monday,September,2020,Yusuf,Chennai,Tamil Nadu,West,Fruits & Veggies,Fresh Vegetables,2410.0,0.14,482.0
OD2889,2020-09-14,Monday,September,2020,Arvind,Salem,Tamil Nadu,South,Snacks,Noodles,989.0,0.35,168.13
OD3777,2020-09-14,Monday,September,2020,Surya,Bodi,Tamil Nadu,East,Snacks,Noodles,1354.0,0.34,189.56
OD3956,2020-09-14,Monday,September,2020,Ram,Perambalur,Tamil Nadu,East,Beverages,Soft Drinks,902.0,0.27,252.56
OD5349,2020-09-14,Monday,September,2020,Suresh,Perambalur,Tamil Nadu,East,Oil & Masala,Edible Oil & Ghee,1767.0,0.26,212.04
OD6198,2020-09-14,Monday,September,2020,Akash,Ramanadhapuram,Tamil Nadu,West,Bakery,Cakes,1544.0,0.2,602.16
OD8912,2020-09-14,Monday,September,2020,Veronica,Viluppuram,Tamil Nadu,Central,Snacks,Chocolates,1467.0,0.22,616.14
OD1715,2020-09-15,Tuesday,September,2020,Sharon,Salem,Tamil Nadu,South,Fruits & Veggies,Fresh Fruits,1959.0,0.11,313.44
OD1746,2020-09-15,Tuesday,September,2020,Sudha,Cumbum,Tamil Nadu,South,Snacks,Chocolates,673.0,0.1,174.98
OD2609,2020-09-15,Tuesday,September,2020,Veronica,Kanyakumari,Tamil Nadu,Central,Oil & Masala,Masalas,1034.0,0.15,341.22
OD2645,2020-09-15,Tuesday,September,2020,Komal,Virudhunagar,Tamil Nadu,Central,Beverages,Soft Drinks,1081.0,0.27,345.92
OD5413,2020-09-15,Tuesday,September,2020,Sudha,Kanyakumari,Tamil Nadu,South,Bakery,Biscuits,1854.0,0.24,352.26
OD5753,2020-09-15,Tuesday,September,2020,Alan,Cumbum,Tamil Nadu,South,Oil & Masala,Masalas,1317.0,0.31,263.4
OD5754,2020-09-15,Tuesday,September,2020,Sudeep,Dindigul,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,2201.0,0.1,748.34
OD5806,2020-09-15,Tuesday,September,2020,Mathew,Namakkal,Tamil Nadu,East,Bakery,Biscuits,2171.0,0.27,868.4
OD6528,2020-09-15,Tuesday,September,2020,Hussain,Kanyakumari,Tamil Nadu,South,"Eggs, Meat & Fish",Fish,2216.0,0.34,997.2
OD6529,2020-09-15,Tuesday,September,2020,Mathew,Karur,Tamil Nadu,South,Bakery,Biscuits,1270.0,0.19,292.1
OD6645,2020-09-15,Tuesday,September,2020,Ganesh,Ooty,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,2340.0,0.26,725.4
OD6695,2020-09-15,Tuesday,September,2020,Sheeba,Ooty,Tamil Nadu,East,Oil & Masala,Edible Oil & Ghee,1338.0,0.34,200.7
OD7312,2020-09-15,Tuesday,September,2020,Sabeela,Madurai,Tamil Nadu,East,Beverages,Soft Drinks,842.0,0.23,168.4
OD7410,2020-09-15,Tuesday,September,2020,Akash,Virudhunagar,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,725.0,0.29,65.25
OD4074,2020-09-16,Wednesday,September,2020,Ram,Chennai,Tamil Nadu,South,Bakery,Cakes,717.0,0.24,258.12
OD28,2020-09-17,Thursday,September,2020,Jackson,Viluppuram,Tamil Nadu,East,Bakery,Biscuits,979.0,0.22,401.39
OD29,2020-09-17,Thursday,September,2020,Veronica,Krishnagiri,Tamil Nadu,East,Beverages,Soft Drinks,1988.0,0.22,874.72
OD30,2020-09-17,Thursday,September,2020,Shah,Kanyakumari,Tamil Nadu,East,Oil & Masala,Masalas,989.0,0.17,69.23
OD31,2020-09-17,Thursday,September,2020,Ramesh,Dharmapuri,Tamil Nadu,East,Beverages,Soft Drinks,1845.0,0.24,166.05
OD32,2020-09-17,Thursday,September,2020,Mathew,Vellore,Tamil Nadu,East,Snacks,Noodles,1400.0,0.11,420.0
OD33,2020-09-17,Thursday,September,2020,Akash,Trichy,Tamil Nadu,East,Oil & Masala,Edible Oil & Ghee,2163.0,0.26,670.53
OD34,2020-09-17,Thursday,September,2020,Anu,Madurai,Tamil Nadu,East,Oil & Masala,Masalas,1689.0,0.34,337.8
OD1615,2020-09-17,Thursday,September,2020,Veronica,Namakkal,Tamil Nadu,East,Food Grains,Dals & Pulses,1069.0,0.13,203.11
OD1659,2020-09-17,Thursday,September,2020,Esther,Tirunelveli,Tamil Nadu,East,Fruits & Veggies,Fresh Vegetables,2349.0,0.23,845.64
OD1664,2020-09-17,Thursday,September,2020,Aditi,Coimbatore,Tamil Nadu,East,Beverages,Soft Drinks,1102.0,0.19,407.74
OD3638,2020-09-17,Thursday,September,2020,Aditi,Trichy,Tamil Nadu,East,Food Grains,Atta & Flour,594.0,0.15,249.48
OD3734,2020-09-17,Thursday,September,2020,Veronica,Namakkal,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1618.0,0.18,113.26
OD3762,2020-09-17,Thursday,September,2020,Surya,Dindigul,Tamil Nadu,East,Bakery,Biscuits,2234.0,0.11,714.88
OD3783,2020-09-17,Thursday,September,2020,Suresh,Theni,Tamil Nadu,East,Snacks,Cookies,907.0,0.23,299.31
OD5275,2020-09-17,Thursday,September,2020,Veronica,Trichy,Tamil Nadu,East,Beverages,Health Drinks,551.0,0.28,198.36
OD5309,2020-09-17,Thursday,September,2020,Haseena,Karur,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,1620.0,0.31,162.0
OD5320,2020-09-17,Thursday,September,2020,Kumar,Madurai,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,814.0,0.26,162.8
OD5462,2020-09-17,Thursday,September,2020,Kumar,Tirunelveli,Tamil Nadu,South,"Eggs, Meat & Fish",Fish,2129.0,0.28,638.7
OD5939,2020-09-17,Thursday,September,2020,Roshan,Theni,Tamil Nadu,Central,"Eggs, Meat & Fish",Fish,1464.0,0.27,614.88
OD6476,2020-09-17,Thursday,September,2020,Arvind,Nagercoil,Tamil Nadu,West,Beverages,Health Drinks,565.0,0.21,163.85
OD7094,2020-09-17,Thursday,September,2020,Muneer,Vellore,Tamil Nadu,Central,Food Grains,Organic Staples,942.0,0.12,197.82
OD8614,2020-09-17,Thursday,September,2020,Yadav,Namakkal,Tamil Nadu,East,Beverages,Soft Drinks,1388.0,0.24,513.56
OD9042,2020-09-17,Thursday,September,2020,Ram,Chennai,Tamil Nadu,West,Beverages,Health Drinks,629.0,0.13,276.76
OD576,2020-09-18,Friday,September,2020,Komal,Krishnagiri,Tamil Nadu,West,Beverages,Health Drinks,980.0,0.16,205.8
OD577,2020-09-18,Friday,September,2020,Peer,Krishnagiri,Tamil Nadu,West,Bakery,Biscuits,931.0,0.31,418.95
OD578,2020-09-18,Friday,September,2020,Vinne,Vellore,Tamil Nadu,West,Food Grains,Organic Staples,1454.0,0.31,276.26
OD2333,2020-09-18,Friday,September,2020,Alan,Kanyakumari,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,1579.0,0.17,615.81
OD6126,2020-09-18,Friday,September,2020,Shree,Bodi,Tamil Nadu,West,Fruits & Veggies,Fresh Fruits,1666.0,0.28,299.88
OD7161,2020-09-18,Friday,September,2020,Ravi,Chennai,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,2389.0,0.13,238.9
OD7206,2020-09-18,Friday,September,2020,Malik,Karur,Tamil Nadu,East,Oil & Masala,Spices,1020.0,0.11,173.4
OD7267,2020-09-18,Friday,September,2020,Sudha,Viluppuram,Tamil Nadu,East,Oil & Masala,Edible Oil & Ghee,2363.0,0.25,968.83
OD7607,2020-09-18,Friday,September,2020,Haseena,Chennai,Tamil Nadu,West,Beverages,Health Drinks,969.0,0.23,174.42
OD7647,2020-09-18,Friday,September,2020,Shah,Pudukottai,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,1298.0,0.1,285.56
OD8034,2020-09-18,Friday,September,2020,Sundar,Cumbum,Tamil Nadu,South,"Eggs, Meat & Fish",Mutton,2203.0,0.3,176.24
OD8135,2020-09-18,Friday,September,2020,Aditi,Coimbatore,Tamil Nadu,East,Bakery,Biscuits,2452.0,0.18,1103.4
OD8181,2020-09-18,Friday,September,2020,Peer,Tirunelveli,Tamil Nadu,East,Bakery,Biscuits,1634.0,0.1,147.06
OD9536,2020-09-18,Friday,September,2020,Sharon,Tenkasi,Tamil Nadu,West,Beverages,Health Drinks,1416.0,0.12,594.72
OD5051,2020-09-19,Saturday,September,2020,Mathew,Namakkal,Tamil Nadu,East,Food Grains,Rice,1097.0,0.18,460.74
OD6793,2020-09-19,Saturday,September,2020,Jonas,Trichy,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,2105.0,0.35,484.15
OD8245,2020-09-19,Saturday,September,2020,Ramesh,Theni,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,2174.0,0.31,934.82
OD8495,2020-09-19,Saturday,September,2020,Veena,Kanyakumari,Tamil Nadu,South,Food Grains,Rice,1613.0,0.32,548.42
OD8658,2020-09-19,Saturday,September,2020,Krithika,Ramanadhapuram,Tamil Nadu,West,Fruits & Veggies,Fresh Vegetables,1712.0,0.31,547.84
OD9578,2020-09-19,Saturday,September,2020,Veronica,Tenkasi,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,2326.0,0.13,232.6
OD2142,2020-09-20,Sunday,September,2020,Jackson,Kanyakumari,Tamil Nadu,East,Snacks,Cookies,959.0,0.21,95.9
OD3499,2020-09-20,Sunday,September,2020,Akash,Kanyakumari,Tamil Nadu,Central,Snacks,Cookies,2211.0,0.25,331.65
OD4201,2020-09-20,Sunday,September,2020,Sudha,Bodi,Tamil Nadu,South,Beverages,Soft Drinks,893.0,0.23,392.92
OD4273,2020-09-20,Sunday,September,2020,Willams,Ooty,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,642.0,0.22,166.92
OD4781,2020-09-20,Sunday,September,2020,Arutra,Dindigul,Tamil Nadu,West,Bakery,Breads & Buns,862.0,0.32,379.28
OD7238,2020-09-20,Sunday,September,2020,Ganesh,Dharmapuri,Tamil Nadu,East,Bakery,Breads & Buns,896.0,0.33,367.36
OD7296,2020-09-20,Sunday,September,2020,Sundar,Krishnagiri,Tamil Nadu,East,Beverages,Soft Drinks,560.0,0.1,201.6
OD1728,2020-09-21,Monday,September,2020,Hafiz,Cumbum,Tamil Nadu,South,Snacks,Noodles,1998.0,0.18,539.46
OD4026,2020-09-21,Monday,September,2020,Vinne,Theni,Tamil Nadu,South,"Eggs, Meat & Fish",Fish,924.0,0.21,157.08
OD4031,2020-09-21,Monday,September,2020,Ravi,Madurai,Tamil Nadu,South,Snacks,Noodles,1412.0,0.26,564.8
OD4041,2020-09-21,Monday,September,2020,Adavan,Dindigul,Tamil Nadu,South,Fruits & Veggies,Fresh Vegetables,622.0,0.26,267.46
OD4078,2020-09-21,Monday,September,2020,Surya,Virudhunagar,Tamil Nadu,South,Beverages,Soft Drinks,2429.0,0.33,437.22
OD4121,2020-09-21,Monday,September,2020,Sharon,Ramanadhapuram,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,2203.0,0.31,572.78
OD4122,2020-09-21,Monday,September,2020,Ganesh,Madurai,Tamil Nadu,South,Bakery,Cakes,1777.0,0.29,586.41
OD4557,2020-09-21,Monday,September,2020,Vidya,Krishnagiri,Tamil Nadu,West,Food Grains,Rice,1349.0,0.2,364.23
OD5421,2020-09-21,Monday,September,2020,Ridhesh,Ramanadhapuram,Tamil Nadu,South,Beverages,Health Drinks,829.0,0.24,124.35
OD5435,2020-09-21,Monday,September,2020,Yadav,Perambalur,Tamil Nadu,South,Fruits & Veggies,Fresh Fruits,2064.0,0.16,288.96
OD5657,2020-09-21,Monday,September,2020,Sudha,Chennai,Tamil Nadu,Central,Fruits & Veggies,Fresh Vegetables,1863.0,0.19,428.49
OD5894,2020-09-21,Monday,September,2020,Muneer,Bodi,Tamil Nadu,Central,"Eggs, Meat & Fish",Eggs,523.0,0.33,146.44
OD6893,2020-09-21,Monday,September,2020,Surya,Bodi,Tamil Nadu,Central,Snacks,Noodles,523.0,0.34,109.83
OD7886,2020-09-21,Monday,September,2020,Kumar,Trichy,Tamil Nadu,Central,Bakery,Breads & Buns,2154.0,0.25,667.74
OD7892,2020-09-21,Monday,September,2020,Verma,Dindigul,Tamil Nadu,Central,Bakery,Biscuits,1210.0,0.18,544.5
OD8431,2020-09-21,Monday,September,2020,Arvind,Bodi,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,1043.0,0.3,302.47
OD8439,2020-09-21,Monday,September,2020,Komal,Trichy,Tamil Nadu,East,Fruits & Veggies,Organic Fruits,542.0,0.11,27.1
OD8579,2020-09-21,Monday,September,2020,Haseena,Theni,Tamil Nadu,East,Oil & Masala,Spices,1943.0,0.33,582.9
OD8790,2020-09-21,Monday,September,2020,Alan,Cumbum,Tamil Nadu,West,Snacks,Cookies,1043.0,0.34,469.35
OD9867,2020-09-21,Monday,September,2020,Ramesh,Viluppuram,Tamil Nadu,East,Bakery,Breads & Buns,2429.0,0.21,607.25
OD960,2020-09-22,Tuesday,September,2020,Vince,Tirunelveli,Tamil Nadu,West,Bakery,Biscuits,945.0,0.33,425.25
OD2189,2020-09-22,Tuesday,September,2020,Sudha,Krishnagiri,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,1923.0,0.26,288.45
OD4858,2020-09-22,Tuesday,September,2020,Haseena,Perambalur,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,1759.0,0.21,686.01
OD6804,2020-09-22,Tuesday,September,2020,Anu,Trichy,Tamil Nadu,West,Snacks,Chocolates,1524.0,0.18,426.72
OD8496,2020-09-22,Tuesday,September,2020,Shree,Dharmapuri,Tamil Nadu,South,Food Grains,Rice,1246.0,0.28,498.4
OD8995,2020-09-22,Tuesday,September,2020,Peer,Tirunelveli,Tamil Nadu,South,Food Grains,Dals & Pulses,1714.0,0.16,137.12
OD9439,2020-09-22,Tuesday,September,2020,Vince,Dindigul,Tamil Nadu,South,Fruits & Veggies,Organic Vegetables,829.0,0.24,66.32
OD9443,2020-09-22,Tuesday,September,2020,Alan,Theni,Tamil Nadu,South,Oil & Masala,Edible Oil & Ghee,756.0,0.35,60.48
OD9464,2020-09-22,Tuesday,September,2020,Arvind,Viluppuram,Tamil Nadu,South,Bakery,Biscuits,839.0,0.16,41.95
OD9469,2020-09-22,Tuesday,September,2020,Peer,Pudukottai,Tamil Nadu,South,Fruits & Veggies,Organic Fruits,688.0,0.17,96.32
OD9479,2020-09-22,Tuesday,September,2020,Anu,Namakkal,Tamil Nadu,South,Snacks,Chocolates,1585.0,0.16,396.25
OD1739,2020-09-24,Thursday,September,2020,Esther,Viluppuram,Tamil Nadu,South,Beverages,Health Drinks,826.0,0.27,371.7
OD2479,2020-09-24,Thursday,September,2020,Jonas,Karur,Tamil Nadu,East,Snacks,Cookies,1992.0,0.24,458.16
OD2482,2020-09-24,Thursday,September,2020,Amrish,Pudukottai,Tamil Nadu,East,Bakery,Breads & Buns,2285.0,0.11,776.9
OD2487,2020-09-24,Thursday,September,2020,Sundar,Tenkasi,Tamil Nadu,East,Snacks,Cookies,1415.0,0.15,169.8
OD2495,2020-09-24,Thursday,September,2020,Vidya,Kanyakumari,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,710.0,0.22,312.4
OD2505,2020-09-24,Thursday,September,2020,Suresh,Theni,Tamil Nadu,East,Beverages,Soft Drinks,1833.0,0.32,696.54
OD2980,2020-09-24,Thursday,September,2020,Sudeep,Bodi,Tamil Nadu,West,Bakery,Biscuits,1372.0,0.2,274.4
OD3082,2020-09-24,Thursday,September,2020,Malik,Ramanadhapuram,Tamil Nadu,West,Oil & Masala,Masalas,561.0,0.22,140.25
OD3099,2020-09-24,Thursday,September,2020,Veena,Ooty,Tamil Nadu,West,Bakery,Breads & Buns,531.0,0.3,127.44
OD3123,2020-09-24,Thursday,September,2020,Sundar,Perambalur,Tamil Nadu,West,Bakery,Cakes,1933.0,0.32,753.87
OD3569,2020-09-24,Thursday,September,2020,Shree,Perambalur,Tamil Nadu,East,Fruits & Veggies,Fresh Fruits,949.0,0.17,398.58
OD5116,2020-09-24,Thursday,September,2020,Alan,Madurai,Tamil Nadu,West,Snacks,Cookies,1360.0,0.33,340.0
OD5117,2020-09-24,Thursday,September,2020,Veena,Cumbum,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,1699.0,0.21,84.95
OD6138,2020-09-24,Thursday,September,2020,Akash,Tenkasi,Tamil Nadu,West,Food Grains,Dals & Pulses,1958.0,0.2,665.72
OD6686,2020-09-24,Thursday,September,2020,Ganesh,Coimbatore,Tamil Nadu,East,Bakery,Biscuits,1895.0,0.26,587.45
OD7684,2020-09-24,Thursday,September,2020,Peer,Namakkal,Tamil Nadu,West,Bakery,Breads & Buns,695.0,0.14,125.1
OD8541,2020-09-24,Thursday,September,2020,Rumaiza,Perambalur,Tamil Nadu,Central,Beverages,Soft Drinks,583.0,0.32,134.09
OD9107,2020-09-24,Thursday,September,2020,Veena,Viluppuram,Tamil Nadu,Central,"Eggs, Meat & Fish",Fish,1699.0,0.16,169.9
OD9687,2020-09-24,Thursday,September,2020,Ravi,Pudukottai,Tamil Nadu,Central,Oil & Masala,Spices,1520.0,0.33,106.4
OD25,2020-09-25,Friday,September,2020,Sharon,Ooty,Tamil Nadu,West,"Eggs, Meat & Fish",Eggs,1100.0,0.11,495.0
OD1175,2020-09-25,Friday,September,2020,Sharon,Ramanadhapuram,Tamil Nadu,East,Oil & Masala,Masalas,1588.0,0.29,428.76
OD2463,2020-09-25,Friday,September,2020,Peer,Kanyakumari,Tamil Nadu,East,Food Grains,Organic Staples,2278.0,0.13,1025.1
OD2502,2020-09-25,Friday,September,2020,Willams,Pudukottai,Tamil Nadu,East,Food Grains,Organic Staples,2174.0,0.25,782.64
OD3434,2020-09-25,Friday,September,2020,Harish,Ooty,Tamil Nadu,Central,Snacks,Cookies,1492.0,0.24,134.28
OD3564,2020-09-25,Friday,September,2020,Ramesh,Kanyakumari,Tamil Nadu,East,Snacks,Noodles,2049.0,0.22,881.07
OD3607,2020-09-25,Friday,September,2020,Sundar,Ramanadhapuram,Tamil Nadu,East,Oil & Masala,Spices,2115.0,0.23,507.6
OD3613,2020-09-25,Friday,September,2020,Harish,Bodi,Tamil Nadu,East,Oil & Masala,Edible Oil & Ghee,1655.0,0.23,678.55
OD3624,2020-09-25,Friday,September,2020,Sudha,Dharmapuri,Tamil Nadu,East,Bakery,Breads & Buns,2194.0,0.17,460.74
OD4320,2020-09-25,Friday,September,2020,Akash,Vellore,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,658.0,0.26,65.8
OD6205,2020-09-25,Friday,September,2020,Amy,Tenkasi,Tamil Nadu,West,Snacks,Chocolates,1943.0,0.24,408.03
OD7499,2020-09-25,Friday,September,2020,Hussain,Salem,Tamil Nadu,South,Oil & Masala,Edible Oil & Ghee,599.0,0.25,149.75
OD7558,2020-09-25,Friday,September,2020,Mathew,Namakkal,Tamil Nadu,South,"Eggs, Meat & Fish",Fish,981.0,0.16,49.05
OD7564,2020-09-25,Friday,September,2020,Esther,Karur,Tamil Nadu,South,"Eggs, Meat & Fish",Chicken,1442.0,0.18,216.3
OD7575,2020-09-25,Friday,September,2020,Hafiz,Ramanadhapuram,Tamil Nadu,South,Oil & Masala,Spices,580.0,0.28,237.8
OD7621,2020-09-25,Friday,September,2020,Sundar,Vellore,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,2443.0,0.26,122.15
OD7905,2020-09-25,Friday,September,2020,Vinne,Bodi,Tamil Nadu,East,Food Grains,Atta & Flour,982.0,0.29,412.44
OD8284,2020-09-25,Friday,September,2020,Komal,Virudhunagar,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,1189.0,0.22,475.6
OD8954,2020-09-25,Friday,September,2020,Vince,Pudukottai,Tamil Nadu,East,"Eggs, Meat & Fish",Chicken,1020.0,0.22,183.6
OD9788,2020-09-25,Friday,September,2020,Jackson,Theni,Tamil Nadu,East,Snacks,Noodles,537.0,0.27,91.29
OD9792,2020-09-25,Friday,September,2020,Adavan,Tirunelveli,Tamil Nadu,East,Oil & Masala,Spices,768.0,0.18,130.56
OD281,2020-09-26,Saturday,September,2020,Vidya,Karur,Tamil Nadu,Central,Snacks,Chocolates,1421.0,0.14,454.72
OD282,2020-09-26,Saturday,September,2020,Roshan,Perambalur,Tamil Nadu,Central,Fruits & Veggies,Organic Vegetables,1357.0,0.24,203.55
OD284,2020-09-26,Saturday,September,2020,Amrish,Kanyakumari,Tamil Nadu,West,Bakery,Biscuits,1544.0,0.26,138.96
OD285,2020-09-26,Saturday,September,2020,Kumar,Salem,Tamil Nadu,West,Fruits & Veggies,Organic Vegetables,1537.0,0.18,599.43
OD286,2020-09-26,Saturday,September,2020,Ridhesh,Ooty,Tamil Nadu,West,Bakery,Breads & Buns,1530.0,0.18,168.3
OD2856,2020-09-26,Saturday,September,2020,Ravi,Kanyakumari,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,839.0,0.25,50.34
OD3675,2020-09-26,Saturday,September,2020,Alan,Ooty,Tamil Nadu,East,Bakery,Breads & Buns,1216.0,0.31,182.4
OD3957,2020-09-26,Saturday,September,2020,Ganesh,Perambalur,Tamil Nadu,East,Snacks,Noodles,1251.0,0.15,112.59
OD5064,2020-09-26,Saturday,September,2020,Verma,Theni,Tamil Nadu,East,Food Grains,Organic Staples,884.0,0.15,176.8
OD5276,2020-09-26,Saturday,September,2020,Peer,Ramanadhapuram,Tamil Nadu,East,Snacks,Cookies,809.0,0.13,113.26
OD5333,2020-09-26,Saturday,September,2020,Ram,Coimbatore,Tamil Nadu,East,Bakery,Biscuits,501.0,0.1,80.16
OD7771,2020-09-26,Saturday,September,2020,Ram,Theni,Tamil Nadu,West,Beverages,Soft Drinks,2341.0,0.19,655.48
OD7825,2020-09-26,Saturday,September,2020,Vinne,Karur,Tamil Nadu,West,Food Grains,Dals & Pulses,559.0,0.26,44.72
OD7826,2020-09-26,Saturday,September,2020,Yadav,Perambalur,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,1877.0,0.18,375.4
OD7851,2020-09-26,Saturday,September,2020,Ramesh,Tirunelveli,Tamil Nadu,West,Fruits & Veggies,Organic Vegetables,906.0,0.16,371.46
OD7864,2020-09-26,Saturday,September,2020,Hussain,Madurai,Tamil Nadu,West,Food Grains,Rice,2031.0,0.26,162.48
OD7876,2020-09-26,Saturday,September,2020,Harish,Virudhunagar,Tamil Nadu,West,Oil & Masala,Spices,2347.0,0.28,281.64
OD8363,2020-09-26,Saturday,September,2020,Amrish,Virudhunagar,Tamil Nadu,West,Snacks,Cookies,2275.0,0.23,295.75
OD9513,2020-09-26,Saturday,September,2020,Anu,Theni,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,1004.0,0.18,150.6
OD9557,2020-09-26,Saturday,September,2020,Muneer,Chennai,Tamil Nadu,West,"Eggs, Meat & Fish",Mutton,2444.0,0.2,366.6
OD1025,2020-09-27,Sunday,September,2020,Willams,Tirunelveli,Tamil Nadu,Central,Bakery,Biscuits,1703.0,0.26,681.2
OD2064,2020-09-27,Sunday,September,2020,Ramesh,Tirunelveli,Tamil Nadu,Central,Bakery,Biscuits,991.0,0.35,356.76
OD4100,2020-09-27,Sunday,September,2020,Ramesh,Bodi,Tamil Nadu,South,Food Grains,Dals & Pulses,1944.0,0.27,583.2
OD5446,2020-09-27,Sunday,September,2020,Malik,Ooty,Tamil Nadu,South,Bakery,Breads & Buns,594.0,0.12,255.42
OD6567,2020-09-27,Sunday,September,2020,Jackson,Cumbum,Tamil Nadu,Central,Oil & Masala,Spices,2060.0,0.11,309.0
OD6569,2020-09-27,Sunday,September,2020,Kumar,Krishnagiri,Tamil Nadu,Central,"Eggs, Meat & Fish",Mutton,643.0,0.18,122.17
OD6825,2020-09-27,Sunday,September,2020,James,Tirunelveli,Tamil Nadu,West,Beverages,Soft Drinks,1634.0,0.33,81.7
OD9016,2020-09-27,Sunday,September,2020,Malik,Dindigul,Tamil Nadu,West,"Eggs, Meat & Fish",Mutton,598.0,0.25,215.28
OD9023,2020-09-27,Sunday,September,2020,Yadav,Coimbatore,Tamil Nadu,West,Snacks,Chocolates,1309.0,0.24,104.72
OD9028,2020-09-27,Sunday,September,2020,Sabeela,Bodi,Tamil Nadu,West,Fruits & Veggies,Organic Fruits,1334.0,0.12,333.5
OD2773,2020-09-28,Monday,September,2020,Sharon,Chennai,Tamil Nadu,East,Oil & Masala,Masalas,1617.0,0.21,533.61
OD4619,2020-09-28,Monday,September,2020,Ravi,Pudukottai,Tamil Nadu,West,Snacks,Chocolates,1150.0,0.29,425.5
OD4696,2020-09-28,Monday,September,2020,Shree,Tirunelveli,Tamil Nadu,West,Bakery,Cakes,1965.0,0.28,393.0
OD4789,2020-09-28,Monday,September,2020,Sharon,Kanyakumari,Tamil Nadu,West,Beverages,Soft Drinks,1454.0,0.26,596.14
OD5033,2020-09-28,Monday,September,2020,Komal,Tenkasi,Tamil Nadu,East,Fruits & Veggies,Fresh Vegetables,1290.0,0.34,503.1
OD6415,2020-09-28,Monday,September,2020,Harish,Dindigul,Tamil Nadu,West,Bakery,Biscuits,1914.0,0.12,133.98
OD6430,2020-09-28,Monday,September,2020,Akash,Salem,Tamil Nadu,West,Fruits & Veggies,Fresh Fruits,1396.0,0.32,307.12
OD7651,2020-09-28,Monday,September,2020,Vinne,Pudukottai,Tamil Nadu,West,"Eggs, Meat & Fish",Fish,2004.0,0.15,761.52
OD7681,2020-09-28,Monday,September,2020,Krithika,Pudukottai,Tamil Nadu,West,Bakery,Biscuits,1787.0,0.2,482.49
OD7842,2020-09-28,Monday,September,2020,Sharon,Namakkal,Tamil Nadu,West,Oil & Masala,Edible Oil & Ghee,1306.0,0.24,156.72
OD8332,2020-09-28,Monday,September,2020,Jonas,Tenkasi,Tamil Nadu,West,Bakery,Breads & Buns,1349.0,0.34,310.27
OD3522,2020-10-01,Thursday,October,2020,Mathew,Kanyakumari,Tamil Nadu,Central,Fruits & Veggies,Fresh Vegetables,1915.0,0.31,861.75
OD4916,2020-10-01,Thursday,October,2020,Muneer,Nagercoil,Tamil Nadu,West,Fruits & Veggies,Fresh Fruits,600.0,0.25,120.0
OD5228,2020-10-01,Thursday,October,2020,Kumar,Madurai,Tamil Nadu,Central,Fruits & Veggies,Fresh Vegetables,871.0,0.19,270.01
OD7827,2020-10-01,Thursday,October,2020,Anu,Krishnagiri,Tamil Nadu,West,Food Grains,Dals & Pulses,1701.0,0.33,680.4
OD8965,2020-10-01,Thursday,October,2020,Ramesh,Tenkasi,Tamil Nadu,East,Food Grains,Organic Staples,1063.0,0.35,340.16
OD9787,2020-10-01,Thursday,October,2020,Sudeep,Ooty,Tamil Nadu,East,Beverages,Soft Drinks,1901.0,0.21,380.2
OD1125,2020-10-02,Friday,October,2020,Mathew,Madurai,Tamil Nadu,West,Snacks,Chocolates,2440.0,0.12,244.0
OD2377,2020-10-02,Friday,October,2020,Arutra,Namakkal,Tamil Nadu,West,Fruits & Veggies,Organic Vegetables,1520.0,0.21,608.0
OD2385,2020-10-02,Friday,October,2020,Peer,Trichy,Tamil Nadu,West,"Eggs, Meat & Fish",Chicken,1450.0,0.18,72.5
OD2708,2020-10-02,Friday,October,2020,Sheeba,Karur,Tamil Nadu,East,"Eggs, Meat & Fish",Eggs,1678.0,0.19,486.62
OD2752,2020-10-02,Friday,October,2020,Suresh,Tirunelveli,Tamil Nadu,East,Snacks,Chocolates,2470.0,0.25,568.1
OD4663,2020-10-02,Friday,October,2020,Vidya,Ooty,Tamil Nadu,West,Beverages,Health Drinks,1343.0,0.21,335.75
